"Lender name","University","Country / Main Campus","Criteria","Source","Courses","_RowNumber","_UniversityOriginal","_CountryOriginal","_UniversityNorm","_CountryNormOriginal","_CountryNormProposed","_ChangedUniversity","_ChangedCountry","_CountryConfidence","_CountryBreakdown"
"Mpower","St Louis College of Pharmacy","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","3660","St Louis College of Pharmacy","United States of America","st louis college of pharmacy","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","St Marianna University School of Medicine","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","3661","St Marianna University School of Medicine","United States of America","st marianna university school of medicine","united states of america","united states of america","False","False","high","united states of america:1"
"Mpower","St. James School of Medicine","Saint Vincent And The Grenadines","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","3662","St. James School of Medicine","Saint Vincent and the Grenadines","st james school of medicine","saint vincent and the grenadines","saint vincent and the grenadines","False","False","high","saint vincent and the grenadines:1"
"Prodigy","St. Johns University","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Natural Sciences","3663","St. Johns University","United States of America","st johns university","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","Staffordshire University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","3664","Staffordshire University","United States of America","staffordshire university","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of Baroda","Stanford University","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Art; Econamics & Econometrics; Law; Management; Medical; Performing Arts and Design Courses; STEM","3665","Stanford University","United States of America","stanford university","united states of america","united states of america","False","False","high","united states of america:9"
"Bank of India","Stanford University","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","3666","Stanford University","United States of America","stanford university","united states of america","united states of america","False","False","high","united states of america:9"
"Indian Overseas Bank","Stanford University","United States of America","Top 50 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","3667","Stanford University","United States of America","stanford university","united states of america","united states of america","False","False","high","united states of america:9"
"Mpower","Stanford University","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","3668","Stanford University","United States of America","stanford university","united states of america","united states of america","False","False","high","united states of america:9"
"Prodigy","Stanford University","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Education; Engineering & Technology; Public Policy","3669","Stanford University","United States of America","stanford university","united states of america","united states of america","False","False","high","united states of america:9"
"Punjab National Bank","Stanford University","United States of America","Annexure B","As per bank list","Any course","3670","Stanford University","United States of America","stanford university","united states of america","united states of america","False","False","high","united states of america:9"
"State Bank of India","Stanford University","United States of America","Annexure","As per bank list - https://drive.google.com/file/d/12exUFGGWOjypQI8sfCYLEz_Moavy22eH/view","Any course","3671","Stanford University","United States of America","stanford university","united states of america","united states of america","False","False","high","united states of america:9"
"Union Bank of India","Stanford University","United States of America","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","Art; Design; Economics & Econometrics; Law; Management Courses; Performing Arts; STEM; and Medical.","3672","Stanford University","United States of America","stanford university","united states of america","united states of america","False","False","high","united states of america:9"
"Yes Bank","Stanford University","United States of America","Top 75 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","3673","Stanford University","United States of America","stanford university","united states of america","united states of america","False","False","high","united states of america:9"
"Bank of India","State University of New York at New Paltz","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","3674","State University of New York at New Paltz","United States of America","state university of new york at new paltz","united states of america","united states of america","False","False","medium","united states of america:2"
"Mpower","State University of New York at New Paltz","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","3675","State University of New York at New Paltz","United States of America","state university of new york at new paltz","united states of america","united states of america","False","False","medium","united states of america:2"
"Bank of India","State University of New York at Oswego","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","3676","State University of New York at Oswego","United States of America","state university of new york at oswego","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","State University of New York College of Environmental Science and Forestry","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","3677","State University of New York College of Environmental Science and Forestry","United States of America","state university of new york college of environmental science and forestry","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","State University of New York Downstate Medical Center Brooklyn","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","3678","State University of New York Downstate Medical Center Brooklyn","United States of America","state university of new york downstate medical center brooklyn","united states of america","united states of america","False","False","high","united states of america:1"
